TID,CID,CTID,title,artist
16660,8576,1,Campeón de campeones (instrumental) - La gran obra maestra,Fmrank T
16661,5916,3,20 Fingers - Short Dick Man (radio mix),
16662,3154,3,A Day at the People Factory,Doug The Eagle
16663,8577,1,unk.,Lbira
16664,7844,3,J.J. Cale - Another Song,
16665,6834,4,n.a.,David A. Kessler
16666,8578,1,What She's Looking For,Chase Coy
16667,8579,1,Thunder Thunder Clap With Rumble (Sound Ideas: CD 6039),[no artist]
16668,8580,1,The Faker,John ME
16669,8581,1,Overload (Higher Than High),Undisputed Truth
16670,3429,4,Metaphysical Problems (Esoteric Lore),GG King
16671,2810,2,Upside Down (X3 Remix),X3
16672,8582,1,Tonight's the Night,Janet Jackson
16673,8887,3,Distressor,X-Dream
16674,8583,1,007-Link,Hurt
16675,8584,1,"Symphony #6, Shepherd's Theme - Beethoven Lives Upstairs",Studio Arts Orchestra
16676,5535,2,Dottie West - Today I Started Loving You Again,
16677,8585,1,Carl Orff - Were diu werlt alle min,
16678,8586,1,The,Cadaveres
16679,8587,1,One & Only - Echo Jet,Echo Jet
16680,8148,3,Nat King Cole - Nature Boy,
16681,8588,1,Alan Hull - One More Bottle of Wine,
16682,3727,2,Ge tOut,Alex Parks
16683,8589,1,Blow,RIP SYLME
16684,8590,1,Barodarho (live at Metro) (Sturmer),Barodarho
16685,9406,4,"Kommt, wir wolln Laterne laufen - Die Jahresuhr",Rolf Zuckowski
16686,8591,1,008-VS. X-Calibur,The_DJ's_Project
16687,8592,1,Intro (Samma uns ehrlich),A.Geh Wirklich?
16688,8593,1,When I Think of You,Janet Jackson
16689,3821,2,Role Reversal Interlude - Immediate Action,Sagittarian Burners
16690,4508,2,Georges Bizet - Jeux d'enfants: V. Galop (Le Bal),
16691,8594,1,ongbird,Hayley Westenra
16692,3975,2,G.D.R. / Powder (Elite Force Remix) - Lot49 Presents Elite Force,Elite Force
16693,8595,1,Merle Haggard - I Take a Lot of Pride in What I Am,
16694,8596,1,007-Along the Road to Gundagai,Joel Harvey
16695,5116,4,Thou Shalt Not Commit Adultery,Frank Zappa
16696,8597,1,東京事変 - 体,
16697,8598,1,Malka Family - Teufé à la Mutu,
16698,1517,3,Daybreak,Mank
16699,6268,2,Empty the Clip,FFF
16700,8599,1,SOS (Love to the Rescue) (Thunder and Lightning / Cosmic Curves),Dee D. Jackson
16701,2332,4,Wonderful World (Otis Blue: Otis Redding Sings Soul),Otis Redding
16702,1406,2,003-The Burn Notice (feat. Sean Price & Rock),Skyzoo & !llmind
16703,8600,1,014-Ode to Twinkle,Glsnots
16704,8601,1,Softkey - Adventures in Science,Paul Osborne
16705,4746,4,012-Purity of Perversion,Aborted
16706,8602,1,"Zwickt's mi (Ö3 Greatest Hits, Volume 14)",Wolfgang Ambros
16707,2725,3,Only (Ultimate Chill Out),Purple Penguin
16708,8835,2,Béla Bartók - Volume 1 - 27. Syncopation (2),
16709,8603,1,Let Me Help (Geh mit mir),Kein Hass Da
16710,1968,4,Come What May,Attack in Black
16711,1044,5,"Chases - 2002-10-29: The Boat Club, Nottingham, UK",mclusky
16712,4910,5,Great Big Sea - Captain Kidd,
16713,8604,1,Crazy Game (Strange Fire),Indigo Girls
16714,8579,3,Thunder Thunder Clap With Rumble - Sound Ideas: CD 6039,[no artist]
16715,2818,2,"014-Piano Excercise, WoO 6 No. 6a",Johannes Brahms
16716,8605,1,Pater Lorenzos Zelle im Franziskanerkloster,Klaus Kinski und Ensemble
16717,8458,2,Original Wrapper - Perfect Night: Live in London,Lou Reed
16718,4564,2,008-Rocky Top,The Flying Burrito Brothers
16719,8606,1,As I Ever Been (Month of Madness),Freeway feat. Hezekiah
16720,8607,1,B-Boys - Gotcha,
16721,8197,3,Training (SONIC RUSH ADVENTURE Original Sound Track),大谷智哉
16722,8608,1,The Hurt - Spot of Integrference,Iain Matthews
16723,8609,1,Stéphane Grappelli - Parisian Thoroughfare,
16724,8610,1,"Kuule minun ääneni (Tähtisarja, 30 suosikkia: Tilkkutäkki)",Johanna Kurkela
16725,8611,1,Blue Suede shoes,Patrick Verbeke
16726,5659,2,Olivier Messiaen - Dieu parmi nous,
16727,8612,1,Hillbilly Boogie (Real Country),Stephen L. Allen
16728,8613,1,İstanbul - İstanbul / Why,Cem Karaca & Apaşlar
16729,8614,1,Smiley (Rhinocerous),Smashing Pumpkins
16730,3475,2,ZSK - Where Are You?,
16731,7257,2,005-Locked in a Room,The Poets
16732,4031,5,"Frédéric Chopin - Sonate pour piano n°3 en Si mineur, Op. 58: I allegro maestoso",
16733,1744,5,012-, 
16734,2187,5,A Natural Women (SoulMates),Aretha Franklin
16735,8615,1,The Hooker,Kobra and the Lotus
16736,1111,5,Remedy (Numan remix),Crookers feat. Miike Snow
16737,8616,1,Du bist … (Simon & Jan),Simon & Jan
16738,2398,2,001-The Dagger,Roadrunner United
16739,8617,1,Tommy Dorsey - Beale Street Blues,
16740,8973,2,004-Farewell Blues,Lester Flatt & Earl Scrugs
16741,8618,1,Dreamin' Blues,John Lee Hooker
16742,9943,3,005-Missin' You Crazy,Jon Pardi
16743,3116,3,Amsterdam - Paul Paljett Story,Paul Paljett
16744,8619,1,We Will Rock You,Snitzer & McCoy
16745,8332,3,Dave James - Soca Jam 2,
16746,8620,1,Jim Beard - Hope,
16747,3332,4,Sonreal - You,
16748,8621,1,ヴィドール - 僕、僕。,
16749,9527,3,Angel Hooked (Melodies of Sperm Composed),Karnak
16750,8622,1,Romantica,avlo
16751,8623,1,Rúbricas no tan únicas,Los Gandules
16752,4788,2,さよならをもう一度 (続・青春歌年鑑 ’71 PLUS),尾崎紀世彦
16753,2712,2,009-Maybe,Barbra Streisand
16754,8624,1,Rush (original tech mix),Arty
16755,8649,4,Песняры - Из далеких из краев,
16756,8625,1,003-Drug,Hex
16757,413,2,Jan A.P. Kaczmarek - The Bridge,
16758,6692,2,I Need a Woman,Bettens
16759,8626,1,Dr. Atmo & Deep Space Network - Dub 1,
16760,5903,4,Silver Spoon,The Felt Tips
16761,3329,2,Time Must End,Destruction
16762,823,4,"Thee Cult of Henry Flynt - A Plague of Knowing: Singles, Splits, and Rarities",Horseback
16763,4035,3,002-Serial,Almost Digital
16764,8627,1,La Paloma Enamorada,Atahualpa Yupanqui
16765,257,2,Arrepientete - Pasaporte,Orquesta Broadway
16766,8628,1,002-Flying to Nowhere,Cultura Probase
16767,9070,3,Demolition - Lycanthropy,Patrick Wolf
16768,8629,1,Esquizoide I- En concierto,Iconoclasta
16769,1844,2,Everything on Black - Going Down,
16770,2843,3,009-ECHO KARPAT,KSU
16771,8630,1,Track 61 - Cut and Run,Ridley Pearson
16772,3724,2,Boxcar Willie - Pahntom 309,
16773,8631,1,Blind Willie Johnson - Praise God I'm Satisfied,
16774,4593,4,Honky Tonk Women,Dan Gladiš and Bangladesh
16775,6772,4,Jag är ett bedårande barn av min tid - Med en enkel tulipan - Jules Sylvain 100 år,"Karl Gerhard, Folkans Orkester"
16776,8632,1,Cants mágics: Calma,Federico Mompou
16777,8633,1,Easy Now (Necessary Mayhem - Future Cuts),Maxi Priest
16778,8634,1,Charlie Puth - Beautiful Corruption,
16779,9050,3,"Solitary Gladiator C (Olympic Challenge, Volume 2)",Ron D. Komie & Rick Rhodes
16780,8635,1,Estrela d'Água - Hino 8,
16781,7740,3,Dead to Fall - Womb Portals,
16782,8636,1,They Live by Night - Coast to Coast,
16783,6870,2,T-Shirt Song - On a Wednesday,for Laila
16784,5614,2,Methods of Dance - The Very Best Of,Japan
16785,955,2,Tomahawk - Duma (Białej Rasy),
16786,8637,1,Fear Factory - Burn (Flashpoint),
16787,3806,2,Rocket From the Crypt - Break It Up,
16788,9477,2,Higher Power,The Sadies
16789,8638,1,Meurs meurs Jean-Pierre Pernaut (Mauvaise foi),Sexy Sushi
16790,8639,1,If You Were Mine,Siaosi
16791,9491,2,Maybe You Were the One - Top HiZts U.S.A. T162,Dude Mowrey
16792,8640,1,Your Time Is Mine,The Autumn Offering
16793,9230,3,Luoksenne,Motelli Skronkle
16794,8641,1,Theme From the White Dawn - Hangin'Out With Henry Mancini,Henry Mancini
16795,8642,1,002-There Is a Bridge,Stephen Hill
16796,2512,2,Alecrim (Cantigas de roda),[unknown]
16797,8643,1,Corrido Villista,Ignacio Lopez Tarso
16798,1659,2,"Sonata for piano No. 1 in F minor, Op 2 No. 1: III. Menuetto: Allegretto - The Early Sonatas",Ludwig van Beethoven
16799,8644,1,001-Daylight,Nell Bryden
16800,4290,2,Luis de Milán - Pavana No. 1,
16801,8645,1,Les Charognards,Re naud
16802,8646,1,kid606 - Catnap (...Speaking of People With Mental Disorders in the Electronic Music Industry),
16803,739,2,She Wor eRed,House of Freaks
16804,3155,4,"Harry Connick, Jr. - If I Could Give You More",
16805,8647,1,The Posies - Plastic Paperbags (feat. Hugh Cornwell),
16806,8146,2,Schizo - Electric Shock,
16807,8648,1,001-Fantasy Fieldtrip,Petra Glynt
16808,8693,2,0B3-End,MxPx
16809,8649,1,009-   ,
16810,64,2,"Of Sins and Shadows - 2003-04-17: Langen, Germany",Smphony X
16811,8650,1,If You Ever (To Give Is to Get),Sofi Hellborg
16812,8431,4,Light Cycle - Synthtease,Disasteradio
16813,8651,1,Space Dogs - We Will Rock You (feat. Craft),
16814,9909,3,ONLY YOU,安室奈美恵
16815,8652,1,Groove 5 - Xtreme Sports,Michael Bartel
16816,8685,5,"Domination or Destruction (1989-06-09: The Barn Tavern, Norwich, UK)",Rhetoric
16817,2876,3,Youngman & Landstrumm - Crumb,
16818,8653,1,001-Worried Down With The Blues,Geriatric Blues Band
16819,6991,2,Aage Kvalbein & Iver Kleive - Jag har hört om en stad ovan målnen,
16820,8654,1,0A4-Et,Les Garcons Bouchers
16821,543,3,"Felona & Serona (Part A, B, C, D) (Progfest '97)",Orme
16822,8005,2,Transformation - Biohazard Sound Chronicle Best Track Box,"Takeshi Miura, Hijiri Anze & Sanae Kasahara"
16823,8655,1,לאן שלא תלכי,שירי מימון
16824,988,2,カカリコ村 (ゼルダの伝説 sound & drama),近藤浩治
16825,8656,1,Glenn Miller and The Army Air Force Band - Moon Dreams,
16826,3756,2,A Self-aMde  Man (David Byrne),David Byrne
16827,684,3,To Be Free (Spanish version radio edit) (Thou Art in Heaven: The Remixes),Mike Oldfield
16828,8657,1,The Israelites,Desmond Dekker & The Aces
16829,5051,2,008-Amazing Grace,Yes
16830,8658,1,006-Papa Juquim Paris,Bau
16831,9166,4,Tune Five (Tunes Without Measure or End),AMM
16832,1649,3,Rock Island Line,Bubbi Morthens
16833,6184,3,You Rascal You - The Ultimate Jazz Archive,Luis Rsusell
16834,8659,1,003-Charleston,Paul Whiteman & His Orchestra
16835,9574,2,016-Under the Double Eagle,Raymond Fairchild
16836,8660,1,Vector Space - Vector Spaces,Tuomas Rantanen
16837,5476,3,Vitamin Pills (Beautiful Awkward Pictures),Toni Collette & The Finish
16838,8661,1,Belle Vie (full mix),Paul Mottram
16839,9464,2,山根ミチル - Poison Moth,
16840,8662,1,14,Frank Emilio Flynn
16841,7027,4,Ajat sitten luopuneet (Antologia),Ratsia
16842,9627,3,017-Bruyeres,Claude-Debussy
16843,8663,1,We Can Figure This Out,Vulgar The Boatmen
16844,8901,4,"Concertino fur Oboe und Orchester, Op. 18: I. Ziemlich lebhaft",August Friedrich Martin Klughardt
16845,4995,2,012-The White Heather Jig J4x40,Graham
16846,8664,1,Me Myself and I,De La Soul
16847,8570,2,DJ Company - Can You Feel the Spirit,
16848,8665,1,Les Bottes rouges,Les Wampas
16849,8666,1,001-Overture,Rob Swift
16850,4117,5,001-Gekkouka,Janne Da Arc
16851,4244,3,Chapter 7: The Dream Master,Don Miguel Ruiz
16852,6490,3,Violet Horizon,Rob Balducci
16853,8667,1,Foster & Allen - Mick McGuire,
16854,4767,3,Pöllöpöö - Viisuj vintiltä,Sari Kaasinen
16855,8107,3,[untitled],Negativland
16856,7776,5,Fred Astaire & Ginger Rogers - No Strings (I'm Fancy Free),
16857,8668,1,John,James Kelly
16858,8669,1,018-Ein altes Blatt,Franz Kafka
16859,8670,1,Golden Revelation (Night and Day),Andy Park
16860,8671,1,Out of the Blue - Work This! Part 2,System F
16861,5514,3,Awakening Thoughts (Jazzmasters 6),Paul Hardcastle
16862,8672,1,Shoot You Down (Democratic Dog's mix),The Stone Roses
16863,8673,1,Sono un fallito,Adriano Celentano
16864,8674,1,Have Yourself a Merry Little Christmas - Christmas Time Is Here,Jaimee Paul
16865,8675,1,Chipopo (Putumayo Presents: Israel),Itay Péarl
16866,4047,3,Country Crock,Loosegoats
16867,8676,1,Freshman 15 - Are You Ready for This?,
16868,2018,3,014-Just One of Those Things,Sonny Criss
16869,8677,1,Hoofdstuk 1a (De avonden),Gerard Reve
16870,4301,2,Autoren-Alltag - Kalk&Welk,Kalk&Welk
16871,8678,1,Memory Blank,UNS
16872,8679,1,Tessellate (live From the Africa Centre 14.04.12),Alt-J
16873,1858,2,Sambatucada (Every Part of Me) - Dance Power 11,Gaudino Da Costa feat. Gemma J
16874,8680,1,Tako lepo bo (Poganjki),Uroš Rakovec Trio
16875,5694,2,Do the Eggroll (Peach Kelli Pop),Peach Kelli Pop
16876,8681,1,006-   ,Atra Hora
16877,4045,2,Travelogue - Keep It Unreal,Mr. Scruff
16878,8682,1,Just Her Boyfriend (Chewing On Broken Glass),Benny Skyn
16879,1621,3,Ljubav ne stanuje tu,Colonia
16880,4356,2,Wand (Geisterbahn),Stiller Has
16881,8683,1,Holiday 89,Pendragno
16882,8684,1,Georges Brassens - La Fessée,
16883,6231,2,Marianne Nowottny - Barely Nearly,
16884,7575,3,Death of Aase (Grieg) (Classical Trance),G&A Project
16885,8685,1,Rhetoric - Domination or Destruction,
16886,8686,1,,
16887,8687,1,Drivin' Me Insane - Wild About You! Tales From the Australian Rock Undergound 1963-1968,Gruntled
16888,9915,4,未公開曲2 - ロロナのアトリエ～アーランドの錬金術士～ ビジュアルアートブック,ガスト
16889,8688,1,Angerfist - Bonified Alcoholik Music Makin g Muthfucka,
16890,5062,2,Eddy-Duchin---Let's-Call-the-Whole-Thing-Off,
16891,4530,2,Miauwkes (O Che Chicca! Presents... Il Tuniz),Il Tuniz
16892,3388,2,Keep on Singing - The Best of (disc 1),Helen Reddy
16893,8689,1,013-Pretty Little Baby,Big Bill Broonzy
16894,8690,1,Sonia and Alex - Maschera Di Cera,Maurizio Abeni
16895,5880,2,So Many Things,Sarah Brightman
16896,6756,2,Norman Candler Magic Strings - Eleanor Rigby,
16897,5877,3,010-Pain-Pain,TheCircumcised
16898,8691,1,unknown,The Copyrights
16899,8692,1,If You Fall,Lucky 7
16900,8693,1,End - Left Coast Punk EP,MxPx
16901,8694,1,Khayelihle Khaya Lami (Ulwandle Oluncgwele),Ladysmith Black Mambazo
16902,8695,1,Tumšā naktī - Alfrēds Vinters: 2 daļa,Alfrēda Vintera trio
16903,2636,2,Hediye -Yeni Ay,Sıla
16904,2625,3,Solang (Instrumental),Max Herre feat. Tua
16905,8696,1,Going Out With God (The Mark Goodier Sessions),Kinky Machine
16906,1303,2,Meet the Foetus / Oh the Joy (Diploid Love),Brody Dalle
16907,852,2,Isle of France - Storymap,Éamonn Coyne & Kris Drever
16908,8697,1,Lord Worm - Mistress,Mistress
16909,349,2,The Warmth in Her Torment,Eternal Suffering
16910,5195,2,Still a Fool,The Groundhogs
16911,4104,2,...YOU PUT THOSE WORDS IN OUR MOUTH... ((NEXT:MATÊRIA)),(LO:MUÊSO)
16912,8698,1,"Manu le Malin - The Book, Part 1: Suspiri",
16913,8511,4,005-Amsterdam,Waiting Room
16914,8300,2,Questão de Bordem (com The Beat Boys) (Gilberto Gil: Frevo Rasgado),Gilberto Gil
16915,8699,1,The Great Deceiver - Lake of Sulphur,
16916,7186,2,005-Restos de tus dias,Zona 84
16917,8700,1,025-New Research,Stephane Hirondelle
16918,5486,3,Get It Boyz - She's Just a Friend (clean version),
16919,7041,3,M0nE(y) 4 n0THING,V/Vm
16920,8701,1,Emperors and Gods (The Cosmic Year),Cosmics
16921,8107,2,001-[unctitled],Negativland
16922,8702,1,"English Folk Song Suite: III. Intermezzo ""My Bonny Boy"": Andantino - British Wind Band Classics",Ralph Vaughan Williams
16923,901,4,0A5-,
16924,4190,3,003-Stand,Unashamed
16925,8703,1,Great Spirit,Elan Michaels
16926,8704,1,The Want of a Nail (feat. Bobby Womack) (The Very Best of Todd Rundgren),Todd Rundgren
16927,8705,1,Music for the Soul (Sol-7 mix),Ampire
16928,8706,1,001-The Dude,Devin the Dude
16929,3218,3,037-Apoplexy,
16930,8707,1,002-Peanuts,Telex
16931,8708,1,016-Yeke Yeke,Mory Kante
16932,1234,2,Darling Be Home Soon (Everybody's Talkin'),Tedeschi Trucks Band
16933,8709,1,Deep Down - Pause Café (disc 1),Pause Café
16934,2800,3,"The Journey of Light Through Pitch Black (Square Peg in a Round Hole Compilation, Volume 3)",Wooden Antz
16935,8710,1,Count Basie & His Orchestra - John's Idea (Incomplete),
16936,6036,5,Antonelli - Topaz,
16937,8711,1,Roots Manuva - Mind 2 Motion,
16938,4344,4,XL Dog - Billie Jean,
16939,8712,1,"Violin Concerto No. 1 in G minor, Op. 26: II. Adagio (opening) (The Classical Chillout Box)",Max Bruch
16940,8713,1,Mama He Treats Your Daughter Mean - The Best Of; Episode 2,SusanTedeschi
16941,8714,1,009-My Isle Of Golden Dreams,Alfred Aholo Apaka
16942,8816,2,The Main Chance - Future Developments,Ricci Hodgson & David Molyneux
16943,3462,2,Sorry Confessions - As We Fall,Homemade
16944,8715,1,Victory,Jay and The Techniques
16945,5875,5,Roxy Music - Out of the Blue,
16946,8716,1,Tapera (De Mi Bandoneon),Astor Piazzolla Piazzolla
16947,8908,4,Its Me Oh Lord (live) (Rock My Soul),Harlem Gospel Singers
16948,8880,3,I Belhieve in You (Slow Train Coming),Bob Dylan
16949,8717,1,Tagliarina (Chasin' the Onagro),Atom Rhumba
16950,5749,2,沉默,李驥
16951,1462,5,Hyper Chondriac Music - Bliss (disc 2),Muse
16952,8718,1,Tides,Medlar
16953,253,4,Complainte de Pablo Neruda - Best Of 3CD,Jean Ferrat
16954,8719,1,034-Adhan Calling,Giles Perring & Edwards
16955,9079,5,Cartoons - Doo Dah,
16956,8720,1,Sorry About Your Penis - Orgazmo,Smash Mouth
16957,136,2,Νότης Μαυρουδής - Λαβωματιά,
16958,8721,1,Possum Rag - Fluffy Ruffle Girls: Women In Ragtime,Virginia Eskin
16959,8722,1,Pino Daniele - Piedi nudi,
16960,3831,2,Aueßr der Arbeit,JaKönigJa
16961,8723,1,Zezé Gonzaga - Inquietação,
16962,7159,2,King Crimson - Matte Kudasai,
16963,8724,1,Hjärtats orkester - Jag såg ett mörker,
16964,8833,5,Laß mich allein,Jazzkantine
16965,7099,2,010-Dlaczego?,TZN Xenna
16966,8725,1,006-Heading,Jackie  oRy
16967,8726,1,009-So Good to Me,Chris Malinchak
16968,9177,2,"Raw Dog, Raw Deal - The Very Best of the Monkees",Functional Blackouts
16969,7462,3,Elvis Presley - Don't Be Cruel,
16970,8727,1,Alarm Call (Bjeck mix),Björk
16971,8250,3,Sielussani hiljaisuus,Mikko Siltala & Pasi Vainionperä
16972,8728,1,Agent Caine - Medicine Man,
16973,4645,2,Kapitan Fajur,Kabanos
16974,9124,2,Pause (alternate version) (Almanac),Emily Barker & The Red Clay Halo
16975,8729,1,Safire - Mi corazon (interlude),
16976,8730,1,Quintess,Another Electronic Musician
16977,8731,1,"Avec le temps - Talents, Volume 2",Dalida
16978,5075,2,'O Sarracino - Canzonissime,Renato Carosone
16979,6660,2,0B1-SobrVevivire,Ataque Frontal
16980,8732,1,A ll Mine,The Five Satins
16981,8733,1,Starter bussen op - Viro,Viro
16982,3230,2,003-Crazy Love,Cornell University Hangovers
16983,8166,2,009-Yasuragi [Tranquility],
16984,9425,3,Eric Thomas - Interview 1,
16985,8734,1,006-This Spring,LNaakso
16986,8590,4,010-Barodarho (live at Metro),Barodaroh
16987,8735,1,001-Night Owl,Bobby Paris
16988,8736,1,I Told Y'all - Diary of a Sinner: 1st Entry,Petey Pablo
16989,9224,5,Asa Di War - Part 1,Bhai Ravinder Singh Ji
16990,2703,2,Strange (Dispo Dancer),Johzn Spring
16991,8737,1,Oppned,DumDum Boys
16992,4894,4,Za ljubav hvala ti,E.T.
16993,8738,1,004-Ne come ne perche,Mina
16994,8499,3,Las batallas - Un viaje,Café Tacvba
16995,8739,1,010-Hypnotized,Ani DiFranco
16996,8740,1,008-Natasha,The Gipsy Boys
16997,8741,1,Signal Response II - Phase Loops,
16998,8742,1,Shackleton - Ganda Rising,
16999,8192,2,NordenFFra - Femmerne: Bremsen og fluen / Helmisbruden / Femspring / Stettelil / Agnete og havmanden,
17000,8743,1,002-Apenas hay rivales,L.UR.
17001,8744,1,Pau Hana - Givin' It Up (feat. Trez of Rare Blend),
17002,3468,4,002-Call Back,Airmen of Note
17003,8307,2,Bridge Over Troubled Water - Ballad with Luv,Salena Jon es
17004,8745,1,We're Going Up to the Mountain - Transition,Red Rain
17005,8746,1,I've Never Left Your Arms,Dinah Shore
17006,8747,1,"Schlafe mein Prinzchen (Ready, Steady, Complete 1963-1965)",Danish Sharks
17007,4900,2,Apollo 440 - Krupa (Escape From New York mix),
17008,8748,1,Rions Noir,Palindrome
17009,1451,3,Cream - Spoonful,
17010,3344,2,Flowers in the Dirt - The Game,Pop
17011,8749,1,Monument - Dancing With Tears in My Eyes,Ultravox
17012,8750,1,Drop Down,Designer Drugs
17013,147,4,(Watch Out for) The Normal People (A Tonic for the Troops),Boomtown Rats
17014,8751,1,The Amazing Adventures of Monkey Roodle Ray,The Bensons
17015,8479,3,"Lost (Rogers 12"" mix) (Es Vive Ibiza 2006)",Roger Sanchez
17016,8752,1,So What the Fuss,Stevie Wonder
17017,8753,1,Mien Froger - Meen je 't echt,
17018,2180,2,Les Brown - September Song,
